PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpHid;noHelpHid;gender;age;Condition;RecordedDate
1967;493;0;1;0;1;0;1;0;1;1;0;;;;22;;;;;;;;;;;;;;2;37;3;20/11/2023 22:09
1968;494;;;;;;;;;;;;;;;0;1;1;1;1;0;1;4;2;4;0;;;2;29;5;20/11/2023 22:14
1969;494;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;38;4;20/11/2023 22:18
1970;494;0;1;0;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;29;4;20/11/2023 22:20
1971;494;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;5;5;5;;;1;56;5;20/11/2023 22:25
1972;495;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;10;0;;;2;32;5;20/11/2023 22:25
1973;495;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;1;1;2;21;6;20/11/2023 22:33
1974;496;;;;;;;;;;;;;;;1;1;0;0;0;1;1;6;5;3;8;;;2;57;5;20/11/2023 22:34
1975;496;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;4;10;10;;;1;24;5;20/11/2023 22:41
1976;496;0;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;26;4;20/11/2023 22:41
1977;497;;;;;;;;;;;;;;;1;1;1;0;1;0;1;8;5;10;8;;;1;45;5;20/11/2023 22:42
1978;497;;;;;;;;;;;;;;;0;1;0;1;1;0;0;;;;;3;1;2;60;6;20/11/2023 22:43
1979;497;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;51;3;20/11/2023 22:46
1980;498;1;0;1;1;1;1;1;1;1;1;;;;25;;;;;;;;;;;;;;1;34;3;20/11/2023 22:48
1981;498;;;;;;;;;;;;;;;1;1;1;1;1;0;1;6;2;6;2;;;1;23;5;20/11/2023 22:48
1982;499;1;1;1;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;35;4;20/11/2023 22:49
1983;499;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;10;5;1;33;6;20/11/2023 22:51
1984;500;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;5;5;2;61;6;20/11/2023 22:52
1985;500;0;1;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;42;4;20/11/2023 23:03
1986;500;1;0;0;0;0;1;0;;;1;;0;1;50;;;;;;;;;;;;;;1;56;4;20/11/2023 23:04
1987;500;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;63;3;20/11/2023 23:04
1988;501;0;1;1;1;0;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;34;4;20/11/2023 23:06
1989;501;1;1;1;0;0;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;20/11/2023 23:07
1990;501;1;1;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;60;4;20/11/2023 23:09
1991;501;1;1;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;43;4;20/11/2023 23:09
1992;502;1;0;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;55;4;20/11/2023 23:10
1993;502;1;0;1;1;1;0;1;0;1;0;;;;20;;;;;;;;;;;;;;1;43;3;20/11/2023 23:19
1994;502;0;0;1;0;1;0;0;;;1;;1;1;52;;;;;;;;;;;;;;2;51;4;20/11/2023 23:20
1995;502;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;24;5;20/11/2023 23:24
1996;502;1;1;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;37;3;20/11/2023 23:27
1997;503;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;2;5;0;;;2;29;5;20/11/2023 23:34
1998;503;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;5;2;2;30;6;20/11/2023 23:34
1999;503;1;0;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;59;3;20/11/2023 23:44
2000;504;1;0;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;56;4;20/11/2023 23:47
2001;504;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;54;6;20/11/2023 23:54
2002;504;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;7;2;2;41;6;20/11/2023 23:59
2003;505;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;5;2;30;6;21/11/2023 00:02
2004;505;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;5;5;5;;;2;44;5;21/11/2023 00:03
2005;506;0;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;23;4;21/11/2023 00:03
2006;506;0;0;1;1;1;1;0;0;0;;0;;;1;;;;;;;;;;;;;;1;33;3;21/11/2023 00:04
2007;506;1;1;1;1;1;1;1;1;1;1;;;;10;;;;;;;;;;;;;;1;24;3;21/11/2023 00:04
2008;506;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;0;7;2;;;1;21;5;21/11/2023 00:04
2009;507;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;55;3;21/11/2023 00:05
2010;507;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;21/11/2023 00:27
2011;507;1;1;1;1;1;1;0;1;1;1;;;;50;;;;;;;;;;;;;;3;23;3;21/11/2023 00:30
2012;508;;;;;;;;;;;;;;;0;0;0;1;1;0;1;5;3;5;4;;;1;44;5;21/11/2023 00:31
2013;508;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;31;6;21/11/2023 00:35
2014;509;;;;;;;;;;;;;;;0;0;0;1;1;0;0;;;;;10;10;1;55;6;21/11/2023 01:01
2015;509;0;1;1;1;1;1;0;0;0;;1;;;30;;;;;;;;;;;;;;1;56;3;21/11/2023 01:13
2016;509;0;0;1;1;1;0;1;;;1;;1;1;40;;;;;;;;;;;;;;1;35;4;21/11/2023 01:36
2017;511;1;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;2;33;3;21/11/2023 02:09
2018;511;1;1;1;1;0;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;24;4;21/11/2023 02:14
2019;511;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;77;3;21/11/2023 02:38
2020;512;0;1;0;1;1;0;1;;;1;;0;1;100;;;;;;;;;;;;;;1;32;4;21/11/2023 02:43
2021;512;1;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;51;4;21/11/2023 02:46
2022;512;1;0;1;0;1;0;1;1;1;1;;;;29;;;;;;;;;;;;;;1;42;3;21/11/2023 03:43
2023;513;1;1;0;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;46;3;21/11/2023 03:59
2024;513;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;1;2;32;6;21/11/2023 04:15
2025;513;;;;;;;;;;;;;;;1;0;1;0;1;1;0;0;0;0;0;;;1;61;5;21/11/2023 06:00
2026;514;;;;;;;;;;;;;;;0;0;1;1;1;0;0;3;10;5;4;;;2;57;5;21/11/2023 06:15
2027;514;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;10;10;1;33;6;21/11/2023 06:27
2028;514;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;10;0;1;45;6;21/11/2023 06:45
2029;514;0;1;1;0;1;0;0;1;1;1;;;;100;;;;;;;;;;;;;;2;60;3;21/11/2023 06:50
2030;515;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;0;5;0;;;2;32;5;21/11/2023 07:00
2031;515;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;30;3;21/11/2023 07:02
2032;515;1;1;1;0;0;1;1;;;;1;1;0;51;;;;;;;;;;;;;;1;31;4;21/11/2023 07:06
2033;515;;;;;;;;;;;;;;;0;1;1;1;1;0;0;10;0;10;1;;;2;34;5;21/11/2023 07:08
2034;515;0;0;0;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;35;4;21/11/2023 07:13
2035;515;1;1;1;0;0;1;1;0;1;0;;;;25;;;;;;;;;;;;;;1;27;3;21/11/2023 07:13
2036;516;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;51;3;21/11/2023 07:21
2037;516;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;5;2;38;6;21/11/2023 07:23
2038;516;0;1;1;1;0;0;1;;;;1;1;0;51;;;;;;;;;;;;;;2;59;4;21/11/2023 07:28
2039;517;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;4;4;;;1;48;5;21/11/2023 07:36
2040;517;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;42;3;21/11/2023 07:50
2041;518;;;;;;;;;;;;;;;1;1;1;0;0;0;0;7;0;8;0;;;2;29;5;21/11/2023 07:52
2042;518;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;21/11/2023 07:54
2043;518;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;5;5;1;;;2;40;5;21/11/2023 08:00
2044;518;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;7;0;1;33;6;21/11/2023 08:01
2045;519;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;5;10;0;;;1;39;5;21/11/2023 08:02
2046;519;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;8;2;21;6;21/11/2023 08:04
2047;520;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;10;0;2;29;6;21/11/2023 08:05
2048;520;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;5;5;2;58;6;21/11/2023 08:07
2049;521;;;;;;;;;;;;;;;0;0;0;1;1;0;0;8;6;4;2;;;2;25;5;21/11/2023 08:07
2050;521;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;2;40;6;21/11/2023 08:08
2051;521;1;1;1;0;1;0;1;0;1;1;;;;0;;;;;;;;;;;;;;1;25;3;21/11/2023 08:15
2052;522;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;24;4;21/11/2023 08:17
2053;522;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;40;6;21/11/2023 08:19
2054;523;;;;;;;;;;;;;;;0;1;1;0;1;0;1;5;0;5;5;;;2;43;5;21/11/2023 08:19
2055;524;;;;;;;;;;;;;;;0;0;1;1;1;1;0;4;2;6;0;;;1;25;5;21/11/2023 08:20
2056;524;0;0;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;26;4;21/11/2023 08:21
2057;524;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;1;23;6;21/11/2023 08:21
2058;524;1;0;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;1;57;3;21/11/2023 08:24
2059;525;;;;;;;;;;;;;;;1;1;1;1;1;0;0;10;0;10;0;;;1;43;5;21/11/2023 08:26
2060;525;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;3;1;23;6;21/11/2023 08:30
2061;525;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;58;5;21/11/2023 08:34
2062;525;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;21/11/2023 08:40
2063;526;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;24;4;21/11/2023 08:47
2064;526;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;2;2;26;6;21/11/2023 08:48
2065;526;;;;;;;;;;;;;;;0;0;1;0;1;0;1;6;5;6;5;;;2;26;5;21/11/2023 08:51
2066;527;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;0;0;10;;;1;50;5;21/11/2023 08:52
2067;528;1;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;67;3;21/11/2023 08:53
2068;529;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;29;6;21/11/2023 08:56
2069;529;0;0;1;0;0;1;1;;;1;;1;1;51;;;;;;;;;;;;;;2;56;4;21/11/2023 08:57
2070;529;;;;;;;;;;;;;;;0;0;1;0;1;0;1;4;4;6;6;;;2;19;5;21/11/2023 08:57
2071;530;1;1;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;27;3;21/11/2023 08:59
2072;530;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;6;1;37;6;21/11/2023 09:01
2073;531;1;1;0;1;1;1;0;1;1;1;;;;50;;;;;;;;;;;;;;2;67;3;21/11/2023 09:02
2074;531;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;10;10;0;;;2;31;5;21/11/2023 09:03
2075;531;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;2;1;2;30;6;21/11/2023 09:04
2076;532;1;1;1;1;1;1;1;1;1;1;;;;25;;;;;;;;;;;;;;1;46;3;21/11/2023 09:11
2077;533;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;50;3;21/11/2023 09:12
2078;534;0;1;1;0;0;0;1;1;1;1;;;;40;;;;;;;;;;;;;;2;27;3;21/11/2023 09:12
2079;534;;;;;;;;;;;;;;;1;1;1;1;1;0;1;6;4;4;4;;;1;53;5;21/11/2023 09:13
2080;534;1;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;54;3;21/11/2023 09:15
2081;535;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;4;10;4;;;1;70;5;21/11/2023 09:19
2082;535;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;47;3;21/11/2023 09:21
2083;535;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;0;5;0;;;1;24;5;21/11/2023 09:22
2084;536;;;;;;;;;;;;;;;1;0;1;0;0;1;0;;;;;5;5;2;27;6;21/11/2023 09:24
2085;536;0;0;1;0;1;0;1;1;1;1;;;;20;;;;;;;;;;;;;;2;61;3;21/11/2023 09:25
2086;537;0;0;1;1;1;0;1;1;1;1;;;;10;;;;;;;;;;;;;;2;32;3;21/11/2023 09:25
2087;537;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;36;4;21/11/2023 09:27
2088;537;;;;;;;;;;;;;;;1;0;0;1;1;0;1;2;5;5;5;;;2;23;5;21/11/2023 09:30
2089;537;1;0;1;0;0;0;1;;;1;;1;1;90;;;;;;;;;;;;;;2;32;4;21/11/2023 09:31
2090;538;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;48;3;21/11/2023 09:31
2091;539;;;;;;;;;;;;;;;1;0;1;1;1;0;0;;;;;2;2;2;34;6;21/11/2023 09:36
2092;539;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;10;;;2;34;5;21/11/2023 09:38
2093;540;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;5;10;5;;;1;33;5;21/11/2023 09:40
2094;540;;;;;;;;;;;;;;;1;1;1;0;1;1;0;5;5;5;5;;;2;46;5;21/11/2023 09:42
2095;540;;;;;;;;;;;;;;;0;1;1;1;0;1;1;10;4;10;0;;;2;23;5;21/11/2023 09:42
2096;541;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;2;0;2;43;6;21/11/2023 09:47
2097;541;0;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;36;3;21/11/2023 09:47
2098;541;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;60;4;21/11/2023 09:50
2099;541;0;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;31;3;21/11/2023 09:50
2100;541;;;;;;;;;;;;;;;1;0;1;1;1;1;0;10;0;10;0;;;2;24;5;21/11/2023 09:56
2101;541;1;0;1;1;0;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;32;3;21/11/2023 09:57
2102;542;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;10;5;;;2;27;5;21/11/2023 10:02
2103;542;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;5;5;1;39;6;21/11/2023 10:07
2104;542;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;0;0;2;32;6;21/11/2023 10:08
2105;542;1;1;1;1;0;1;1;0;1;1;;;;80;;;;;;;;;;;;;;1;33;3;21/11/2023 10:11
2106;543;1;1;1;1;1;1;1;1;0;;1;;;35;;;;;;;;;;;;;;1;34;3;21/11/2023 10:13
2107;544;;;;;;;;;;;;;;;1;1;1;0;0;1;1;10;10;10;10;;;2;31;5;21/11/2023 10:14
2108;545;1;0;1;1;1;1;1;;;;1;1;0;20;;;;;;;;;;;;;;2;31;4;21/11/2023 10:17
2109;545;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;54;3;21/11/2023 10:19
2110;545;;;;;;;;;;;;;;;0;0;1;1;0;0;1;8;2;2;2;;;2;43;5;21/11/2023 10:21
2111;545;1;0;1;1;1;1;1;1;0;;1;;;51;;;;;;;;;;;;;;2;64;3;21/11/2023 10:24
2112;545;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;1;2;2;27;6;21/11/2023 10:25
2113;545;1;1;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;29;4;21/11/2023 10:29
2114;546;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;10;0;2;49;6;21/11/2023 10:29
2115;546;1;0;1;1;1;0;1;;;0;;1;1;0;;;;;;;;;;;;;;2;42;4;21/11/2023 10:31
2116;546;;;;;;;;;;;;;;;0;0;0;1;1;0;0;10;6;8;10;;;1;46;5;21/11/2023 10:33
2117;547;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;3;0;2;35;6;21/11/2023 10:35
2118;547;;;;;;;;;;;;;;;0;1;1;1;1;0;1;4;2;4;2;;;2;33;5;21/11/2023 10:41
2119;547;1;1;1;1;0;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;29;4;21/11/2023 10:42
2120;547;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;2;48;5;21/11/2023 10:44
2121;548;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;5;0;;;1;28;5;21/11/2023 10:45
2122;548;1;0;1;1;1;1;0;;;1;;0;1;50;;;;;;;;;;;;;;2;35;4;21/11/2023 10:45
2123;548;;;;;;;;;;;;;;;1;0;1;0;1;0;1;0;5;8;10;;;1;35;5;21/11/2023 10:45
2124;549;0;1;1;1;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;2;37;4;21/11/2023 10:47
2125;550;;;;;;;;;;;;;;;1;1;1;0;0;0;1;0;0;0;0;;;1;30;5;21/11/2023 10:47
2126;551;;;;;;;;;;;;;;;1;0;1;1;1;1;1;8;0;8;3;;;2;28;5;21/11/2023 10:49
2127;551;;;;;;;;;;;;;;;1;1;0;0;1;1;1;10;0;5;0;;;1;43;5;21/11/2023 10:49
2128;551;;;;;;;;;;;;;;;1;0;1;1;1;1;1;4;0;3;0;;;2;37;5;21/11/2023 10:50
2129;552;;;;;;;;;;;;;;;0;1;0;1;1;0;0;;;;;4;4;1;63;6;21/11/2023 10:50
2130;552;1;1;1;1;1;1;0;0;0;;1;;;50;;;;;;;;;;;;;;2;55;3;21/11/2023 10:50
2131;553;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;0;8;2;;;2;43;5;21/11/2023 10:52
2132;553;;;;;;;;;;;;;;;0;0;1;1;0;1;1;10;0;5;5;;;2;33;5;21/11/2023 10:56
2133;553;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;49;4;21/11/2023 10:57
2134;554;;;;;;;;;;;;;;;0;0;0;1;0;0;0;2;5;5;5;;;2;43;5;21/11/2023 10:57
2135;554;0;0;1;0;1;0;1;;;0;;0;1;0;;;;;;;;;;;;;;2;54;4;21/11/2023 10:58
2136;554;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;10;7;1;44;6;21/11/2023 10:59
2137;555;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;33;6;21/11/2023 11:00
2138;555;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;43;4;21/11/2023 11:01
2139;555;1;1;1;0;0;0;1;;;;1;1;0;50;;;;;;;;;;;;;;1;39;4;21/11/2023 11:04
2140;556;1;1;0;0;0;0;0;;;1;;1;1;17;;;;;;;;;;;;;;2;57;4;21/11/2023 11:04
2141;556;;;;;;;;;;;;;;;1;0;0;0;1;0;1;;;;;5;5;2;42;6;21/11/2023 11:05
2142;556;1;1;0;1;1;1;1;1;1;1;;;;45;;;;;;;;;;;;;;2;24;3;21/11/2023 11:07
2143;556;1;1;1;1;1;1;1;1;1;1;;;;10;;;;;;;;;;;;;;2;31;3;21/11/2023 11:08
2144;557;;;;;;;;;;;;;;;0;1;1;0;0;1;1;5;5;5;1;;;1;52;5;21/11/2023 11:09
2145;558;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;5;10;5;;;2;58;5;21/11/2023 11:11
2146;559;1;1;1;0;0;1;1;1;0;;1;;;9;;;;;;;;;;;;;;2;22;3;21/11/2023 11:12
2147;559;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;53;4;21/11/2023 11:18
2148;559;1;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;34;3;21/11/2023 11:23
2149;561;;;;;;;;;;;;;;;1;0;1;0;1;0;0;5;7;6;5;;;2;61;5;21/11/2023 11:23
2150;561;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;3;27;3;21/11/2023 11:26
2151;562;0;1;1;1;1;1;1;;;1;;1;1;100;;;;;;;;;;;;;;2;51;4;21/11/2023 11:28
2152;562;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;47;3;21/11/2023 11:28
2153;564;1;0;0;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;36;4;21/11/2023 11:28
2154;564;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;5;1;45;6;21/11/2023 11:30
2155;564;1;1;1;1;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;21/11/2023 11:31
2156;565;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;44;3;21/11/2023 11:33
2157;565;0;1;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;43;4;21/11/2023 11:35
2158;565;;;;;;;;;;;;;;;0;1;1;1;0;1;1;5;5;5;5;;;2;29;5;21/11/2023 11:36
2159;565;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;22;4;21/11/2023 11:38
2160;566;;;;;;;;;;;;;;;1;0;0;1;1;1;1;10;0;10;0;;;1;35;5;21/11/2023 11:39
2161;566;0;1;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;35;4;21/11/2023 11:39
2162;566;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;4;5;1;49;6;21/11/2023 11:39
2163;567;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;2;31;6;21/11/2023 11:39
2164;567;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;50;3;21/11/2023 11:40
2165;567;;;;;;;;;;;;;;;0;1;0;1;1;1;0;;;;;2;3;2;50;6;21/11/2023 11:41
2166;568;1;1;1;0;0;1;0;;;1;;1;1;25;;;;;;;;;;;;;;2;31;4;21/11/2023 11:41
2167;569;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;2;7;5;;;2;38;5;21/11/2023 11:42
2168;569;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;1;5;1;;;1;44;5;21/11/2023 11:45
2169;570;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;21/11/2023 11:45
2170;570;1;0;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;54;4;21/11/2023 11:46
2171;571;;;;;;;;;;;;;;;0;0;0;0;1;0;1;5;4;5;5;;;1;40;5;21/11/2023 11:46
2172;571;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;44;6;21/11/2023 11:47
2173;571;;;;;;;;;;;;;;;1;1;1;1;0;0;1;10;10;10;0;;;1;42;5;21/11/2023 11:47
2174;571;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;30;3;21/11/2023 11:51
2175;572;;;;;;;;;;;;;;;0;0;1;0;1;0;1;8;10;10;0;;;1;39;5;21/11/2023 11:54
2176;572;1;1;1;1;0;1;1;1;1;1;;;;30;;;;;;;;;;;;;;2;54;3;21/11/2023 11:56
2177;572;0;0;0;0;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;49;4;21/11/2023 11:59
2178;572;;;;;;;;;;;;;;;1;1;1;1;1;1;1;9;0;8;0;;;2;31;5;21/11/2023 12:06
2179;573;;;;;;;;;;;;;;;0;1;0;1;1;1;1;4;2;4;2;;;2;33;5;21/11/2023 12:12
2180;573;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;44;3;21/11/2023 12:13
2181;573;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;0;2;47;6;21/11/2023 12:14
2182;574;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;0;0;10;;;1;51;5;21/11/2023 12:17
2183;574;0;1;1;1;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;21/11/2023 12:18
2184;574;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;3;5;5;;;1;34;5;21/11/2023 12:20
2185;575;1;1;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;21/11/2023 12:22
2186;576;1;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;65;4;21/11/2023 12:26
2187;576;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;2;52;5;21/11/2023 12:26
2188;576;;;;;;;;;;;;;;;0;0;1;0;1;1;1;10;10;10;0;;;2;29;5;21/11/2023 12:27
2189;576;1;1;1;1;1;1;0;1;1;1;;;;75;;;;;;;;;;;;;;1;42;3;21/11/2023 12:28
2190;576;1;1;1;0;0;1;1;1;1;1;;;;100;;;;;;;;;;;;;;1;33;3;21/11/2023 12:28
2191;577;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;67;3;21/11/2023 12:34
2192;578;1;1;1;1;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;2;45;3;21/11/2023 12:44
2193;579;1;0;0;0;1;1;0;;;0;;0;1;50;;;;;;;;;;;;;;2;24;4;21/11/2023 12:52
2194;579;1;1;0;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;32;3;21/11/2023 12:52
2195;580;0;1;1;1;0;1;1;1;0;;1;;;100;;;;;;;;;;;;;;1;24;3;21/11/2023 12:53
2196;581;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;52;3;21/11/2023 12:54
2197;582;;;;;;;;;;;;;;;1;1;1;1;1;1;1;8;0;5;0;;;2;36;5;21/11/2023 13:00
