PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpedHidB;noHelpdHidB;gender;age;Condition;RecordedDate
1979;432;;;;;;;;;;;;;;;1;1;1;0;1;1;1;6;2;4;3;;;2;27;5;13/11/2023 20:43
1980;451;0;0;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;25;3;13/11/2023 20:43
1981;602;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;13/11/2023 20:44
1982;480;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;2;44;5;13/11/2023 20:44
1983;265;;;;;;;;;;;;;;;1;0;1;1;1;0;0;2;0;2;3;;;2;28;5;13/11/2023 20:44
1984;1856;;;;;;;;;;;;;;;1;0;1;1;1;0;0;3;2;3;2;;;1;49;5;13/11/2023 20:44
1985;277;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;45;6;13/11/2023 20:44
1986;650;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;35;4;13/11/2023 20:44
1987;247;1;1;1;0;1;1;0;;;1;;0;1;60;;;;;;;;;;;;;;1;26;4;13/11/2023 20:45
1988;257;;;;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;0;0;;;1;28;5;13/11/2023 20:45
1989;387;0;1;1;0;1;1;1;1;1;0;;;;20;;;;;;;;;;;;;;1;30;3;13/11/2023 20:45
1990;726;1;1;1;0;0;1;1;1;0;;0;;;30;;;;;;;;;;;;;;2;27;3;13/11/2023 20:45
1991;282;1;1;1;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;32;4;13/11/2023 20:45
1992;306;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;38;4;13/11/2023 20:45
1993;328;1;1;1;0;0;1;1;0;1;1;;;;0;;;;;;;;;;;;;;2;36;3;13/11/2023 20:45
1994;542;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;30;3;13/11/2023 20:45
1995;304;0;1;1;1;1;0;1;1;1;1;;;;40;;;;;;;;;;;;;;2;27;3;13/11/2023 20:46
1996;420;0;0;0;0;1;1;1;0;1;0;;;;100;;;;;;;;;;;;;;1;33;3;13/11/2023 20:46
1997;515;0;0;1;1;1;0;1;;;1;;0;1;19;;;;;;;;;;;;;;1;44;4;13/11/2023 20:46
1998;569;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;13/11/2023 20:46
1999;370;;;;;;;;;;;;;;;0;0;0;1;0;0;1;5;4;5;4;;;1;32;5;13/11/2023 20:46
2000;508;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;35;4;13/11/2023 20:46
2001;506;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;4;2;58;6;13/11/2023 20:46
2002;828;;;;;;;;;;;;;;;0;0;1;1;1;0;1;6;1;2;2;;;2;40;5;13/11/2023 20:46
2003;351;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;2;1;27;6;13/11/2023 20:47
2004;541;1;0;0;1;1;1;1;1;1;0;;;;45;;;;;;;;;;;;;;2;33;3;13/11/2023 20:47
2005;365;0;1;1;1;1;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;34;3;13/11/2023 20:47
2006;602;0;0;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;26;3;13/11/2023 20:47
2007;466;1;1;0;0;0;1;1;;;0;;0;1;50;;;;;;;;;;;;;;2;57;4;13/11/2023 20:47
2008;356;0;0;1;1;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;31;4;13/11/2023 20:47
2009;366;1;1;1;1;0;1;1;1;0;;0;;;41;;;;;;;;;;;;;;2;38;3;13/11/2023 20:48
2010;319;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;0;0;;;1;33;5;13/11/2023 20:48
2011;403;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;8;8;1;21;6;13/11/2023 20:48
2012;379;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;5;5;1;42;6;13/11/2023 20:48
2013;680;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;25;6;13/11/2023 20:48
2014;375;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;5;5;5;;;2;42;5;13/11/2023 20:48
2015;650;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;7;4;;;1;46;5;13/11/2023 20:48
2016;824;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;2;0;1;36;6;13/11/2023 20:48
2017;537;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;4;0;2;36;6;13/11/2023 20:48
2018;601;1;1;1;1;0;1;1;;;;1;0;0;20;;;;;;;;;;;;;;2;31;4;13/11/2023 20:48
2019;352;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;2;35;6;13/11/2023 20:48
2020;402;;;;;;;;;;;;;;;1;1;0;1;1;1;0;;;;;2;0;2;41;6;13/11/2023 20:48
2021;425;;;;;;;;;;;;;;;1;0;1;0;1;1;1;10;1;10;4;;;2;24;5;13/11/2023 20:49
2022;425;0;1;1;1;1;1;1;;;1;;1;1;44;;;;;;;;;;;;;;1;23;4;13/11/2023 20:49
2023;359;0;1;0;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;37;3;13/11/2023 20:49
2024;565;0;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;62;4;13/11/2023 20:49
2025;372;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;10;1;38;6;13/11/2023 20:49
2026;114;;;;;;;;;;;;;;;0;1;0;1;0;0;0;;;;;5;5;1;48;6;13/11/2023 20:49
2027;290;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;34;3;13/11/2023 20:49
2028;224;1;1;1;0;0;1;0;0;1;1;;;;50;;;;;;;;;;;;;;1;29;3;13/11/2023 20:49
2029;842;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;10;0;;;1;39;5;13/11/2023 20:50
2030;783;;;;;;;;;;;;;;;0;0;1;1;0;1;1;0;0;0;0;;;2;25;5;13/11/2023 20:50
2031;835;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;24;3;13/11/2023 20:50
2032;380;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;0;10;0;;;1;40;5;13/11/2023 20:50
2033;428;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;10;0;2;27;6;13/11/2023 20:50
2034;510;1;1;0;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;36;4;13/11/2023 20:50
2035;291;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;2;7;0;;;2;23;5;13/11/2023 20:50
2036;300;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;10;10;10;;;2;37;5;13/11/2023 20:50
2037;264;1;1;1;1;0;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;37;4;13/11/2023 20:51
2038;1238;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;10;10;;;2;29;5;13/11/2023 20:51
2039;451;0;1;1;1;0;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;25;4;13/11/2023 20:51
2040;212;0;1;1;1;1;1;1;1;0;;1;;;70;;;;;;;;;;;;;;2;25;3;13/11/2023 20:51
2041;402;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;1;2;;;2;33;5;13/11/2023 20:51
2042;447;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;5;5;5;;;2;37;5;13/11/2023 20:51
2043;742;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;50;3;13/11/2023 20:51
2044;992;0;1;1;1;1;0;1;1;1;1;;;;40;;;;;;;;;;;;;;1;24;3;13/11/2023 20:52
2045;243;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;4;1;37;6;13/11/2023 20:52
2046;440;0;1;1;1;0;1;1;;;1;;1;1;51;;;;;;;;;;;;;;1;27;4;13/11/2023 20:52
2047;221;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;26;3;13/11/2023 20:52
2048;408;1;1;1;1;1;1;1;;;1;;1;1;33;;;;;;;;;;;;;;2;50;4;13/11/2023 20:52
2049;374;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;6;0;2;23;6;13/11/2023 20:52
2050;557;0;0;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;26;3;13/11/2023 20:52
2051;466;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;13/11/2023 20:52
2052;300;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;31;4;13/11/2023 20:52
2053;867;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;0;0;2;26;6;13/11/2023 20:52
2054;313;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;5;;;1;24;5;13/11/2023 20:52
2055;535;0;1;0;1;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;1;41;3;13/11/2023 20:53
2056;423;1;1;1;1;1;1;1;;;1;;1;1;29;;;;;;;;;;;;;;2;44;4;13/11/2023 20:53
2057;456;1;1;1;1;0;1;1;1;1;1;;;;20;;;;;;;;;;;;;;2;33;3;13/11/2023 20:53
2058;289;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;2;2;28;6;13/11/2023 20:53
2059;253;1;1;1;1;0;1;0;1;0;;1;;;50;;;;;;;;;;;;;;2;27;3;13/11/2023 20:53
2060;505;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;4;10;3;;;1;38;5;13/11/2023 20:53
2061;521;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;0;5;1;58;6;13/11/2023 20:53
2062;382;1;1;1;1;1;1;1;1;0;;1;;;56;;;;;;;;;;;;;;2;49;3;13/11/2023 20:53
2063;250;0;0;1;1;1;0;1;0;1;1;;;;50;;;;;;;;;;;;;;2;28;3;13/11/2023 20:54
2064;367;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;0;10;0;;;1;31;5;13/11/2023 20:54
2065;352;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;1;2;48;6;13/11/2023 20:54
2066;634;1;1;1;0;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;54;4;13/11/2023 20:54
2067;323;0;1;0;1;1;1;1;;;1;;1;1;20;;;;;;;;;;;;;;2;23;4;13/11/2023 20:54
2068;425;0;0;0;0;1;0;0;0;1;1;;;;70;;;;;;;;;;;;;;2;30;3;13/11/2023 20:54
2069;1020;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;5;2;1;39;6;13/11/2023 20:54
2070;286;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;2;10;0;;;2;27;5;13/11/2023 20:54
2071;242;;;;;;;;;;;;;;;0;1;1;1;1;0;0;10;0;5;5;;;1;26;5;13/11/2023 20:54
2072;667;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;0;10;0;;;1;39;5;13/11/2023 20:54
2073;398;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;31;6;13/11/2023 20:54
2074;501;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;5;5;2;55;6;13/11/2023 20:54
2075;373;1;1;1;0;0;1;0;;;1;;1;1;50;;;;;;;;;;;;;;1;61;4;13/11/2023 20:55
2076;327;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;10;0;1;37;6;13/11/2023 20:55
2077;325;;;;;;;;;;;;;;;0;1;1;0;1;1;1;10;10;10;10;;;2;30;5;13/11/2023 20:55
2078;764;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;42;4;13/11/2023 20:55
2079;376;0;0;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;41;3;13/11/2023 20:55
2080;666;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;10;0;2;51;6;13/11/2023 20:55
2081;384;;;;;;;;;;;;;;;0;1;0;1;0;1;1;0;0;0;0;;;2;44;5;13/11/2023 20:55
2082;418;;;;;;;;;;;;;;;0;0;1;0;0;1;1;5;0;5;0;;;2;33;5;13/11/2023 20:55
2083;424;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;2;37;6;13/11/2023 20:55
2084;375;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;33;4;13/11/2023 20:55
2085;541;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;0;10;2;;;1;32;5;13/11/2023 20:56
2086;1979;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;0;1;38;6;13/11/2023 20:56
2087;393;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;43;4;13/11/2023 20:56
2088;707;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;5;0;;;2;38;5;13/11/2023 20:56
2089;190;0;0;1;0;0;0;1;;;0;;0;1;28;;;;;;;;;;;;;;1;57;4;13/11/2023 20:56
2090;242;0;1;0;1;1;1;1;;;1;;1;1;20;;;;;;;;;;;;;;2;29;4;13/11/2023 20:56
2091;445;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;41;3;13/11/2023 20:56
2092;634;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;3;1;36;6;13/11/2023 20:56
2093;273;1;1;1;1;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;34;3;13/11/2023 20:56
2094;325;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;1;25;6;13/11/2023 20:57
2095;278;0;1;1;0;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;22;4;13/11/2023 20:57
2096;305;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;10;10;1;33;6;13/11/2023 20:57
2097;617;1;1;1;0;0;1;0;1;1;1;;;;50;;;;;;;;;;;;;;1;58;3;13/11/2023 20:58
2098;308;;;;;;;;;;;;;;;0;0;1;1;0;1;1;5;0;4;3;;;2;38;5;13/11/2023 20:58
2099;824;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;8;2;1;44;6;13/11/2023 20:58
2100;959;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;43;3;13/11/2023 20:58
2101;626;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;33;4;13/11/2023 20:58
2102;348;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;32;3;13/11/2023 20:58
2103;277;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;5;5;2;30;6;13/11/2023 20:58
2104;414;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;31;4;13/11/2023 20:58
2105;543;1;0;1;1;1;0;1;1;1;0;;;;10;;;;;;;;;;;;;;2;61;3;13/11/2023 20:58
2106;183;0;1;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;33;4;13/11/2023 20:58
2107;340;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;48;3;13/11/2023 20:59
2108;429;0;1;1;1;0;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;25;4;13/11/2023 20:59
2109;231;;;;;;;;;;;;;;;1;1;1;0;1;0;0;;;;;0;0;2;31;6;13/11/2023 20:59
2110;263;1;1;1;1;0;1;1;1;0;;1;;;20;;;;;;;;;;;;;;2;31;3;13/11/2023 20:59
2111;251;0;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;2;34;3;13/11/2023 20:59
2112;215;;;;;;;;;;;;;;;0;1;0;1;0;0;0;7;3;7;2;;;2;27;5;13/11/2023 20:59
2113;407;0;0;0;0;0;1;1;0;1;1;;;;45;;;;;;;;;;;;;;2;30;3;13/11/2023 20:59
2114;841;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;59;6;13/11/2023 20:59
2115;225;1;1;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;36;4;13/11/2023 20:59
2116;368;0;0;0;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;68;4;13/11/2023 20:59
2117;362;;;;;;;;;;;;;;;1;1;1;0;0;1;1;4;8;6;2;;;1;37;5;13/11/2023 20:59
2118;301;0;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;40;3;13/11/2023 20:59
2119;897;0;0;1;1;1;0;1;;;;1;1;0;30;;;;;;;;;;;;;;2;69;4;13/11/2023 21:00
2120;347;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;0;2;30;6;13/11/2023 21:00
2121;211;;;;;;;;;;;;;;;0;1;0;1;0;1;0;;;;;5;5;1;31;6;13/11/2023 21:00
2122;413;;;;;;;;;;;;;;;1;0;1;1;1;1;0;3;2;3;2;;;2;64;5;13/11/2023 21:00
2123;398;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;8;8;2;18;6;13/11/2023 21:00
2124;650;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;5;0;;;2;42;5;13/11/2023 21:00
2125;428;1;1;1;0;0;1;0;;;1;;0;1;50;;;;;;;;;;;;;;1;29;4;13/11/2023 21:00
2126;477;;;;;;;;;;;;;;;1;1;0;0;0;1;1;8;8;8;7;;;2;51;5;13/11/2023 21:00
2127;406;1;1;0;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;43;3;13/11/2023 21:00
2128;493;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;20;3;13/11/2023 21:00
2129;248;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;0;2;28;6;13/11/2023 21:01
2130;232;0;1;1;0;0;0;1;1;0;;1;;;100;;;;;;;;;;;;;;2;25;3;13/11/2023 21:01
2131;424;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;57;4;13/11/2023 21:01
2132;701;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;55;4;13/11/2023 21:01
2133;368;;;;;;;;;;;;;;;0;0;0;1;1;1;1;;;;;10;10;2;44;6;13/11/2023 21:01
2134;468;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;27;6;13/11/2023 21:01
2135;540;;;;;;;;;;;;;;;1;1;1;1;1;1;0;8;2;8;2;;;1;54;5;13/11/2023 21:02
2136;363;;;;;;;;;;;;;;;0;0;1;1;1;1;1;6;2;6;0;;;2;22;5;13/11/2023 21:02
2137;324;0;1;1;1;1;0;1;1;0;;0;;;0;;;;;;;;;;;;;;2;35;3;13/11/2023 21:02
2138;528;0;1;1;0;0;1;1;0;1;1;;;;30;;;;;;;;;;;;;;2;37;3;13/11/2023 21:02
2139;253;1;1;1;1;1;1;1;;;;1;1;0;0;;;;;;;;;;;;;;1;42;4;13/11/2023 21:02
2140;391;0;0;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;46;4;13/11/2023 21:02
2141;437;1;1;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;26;4;13/11/2023 21:02
2142;765;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;5;8;0;;;2;27;5;13/11/2023 21:02
2143;711;;;;;;;;;;;;;;;0;0;0;0;1;1;0;;;;;5;5;1;66;6;13/11/2023 21:02
2144;677;;;;;;;;;;;;;;;0;1;1;1;1;1;1;6;1;5;1;;;2;24;5;13/11/2023 21:03
2145;346;;;;;;;;;;;;;;;0;1;0;0;0;1;0;1;0;4;0;;;2;37;5;13/11/2023 21:03
2146;385;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;2;36;6;13/11/2023 21:03
2147;335;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;42;4;13/11/2023 21:03
2148;372;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;31;3;13/11/2023 21:03
2149;319;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;7;4;;;1;44;5;13/11/2023 21:03
2150;242;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;4;0;1;28;6;13/11/2023 21:04
2151;219;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;10;10;2;52;6;13/11/2023 21:04
2152;457;;;;;;;;;;;;;;;1;1;1;1;1;0;0;2;0;5;2;;;2;39;5;13/11/2023 21:04
2153;374;0;1;1;1;1;1;1;;;;1;1;0;35;;;;;;;;;;;;;;2;31;4;13/11/2023 21:04
2154;337;1;0;1;0;1;0;1;;;1;;1;1;0;;;;;;;;;;;;;;1;33;4;13/11/2023 21:04
2155;289;;;;;;;;;;;;;;;0;1;1;0;1;1;1;8;7;7;4;;;1;32;5;13/11/2023 21:04
2156;505;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;38;3;13/11/2023 21:04
2157;406;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;2;35;6;13/11/2023 21:04
2158;355;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;44;4;13/11/2023 21:05
2159;485;1;1;0;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;43;3;13/11/2023 21:05
2160;150;1;1;0;1;0;1;0;;;1;;0;1;46;;;;;;;;;;;;;;1;30;4;13/11/2023 21:05
2161;285;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;0;0;;;1;26;5;13/11/2023 21:05
2162;718;1;1;1;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;33;3;13/11/2023 21:05
2163;861;;;;;;;;;;;;;;;0;1;1;0;1;0;1;7;10;5;0;;;2;39;5;13/11/2023 21:05
2164;691;;;;;;;;;;;;;;;0;1;1;0;1;0;1;5;5;5;5;;;2;58;5;13/11/2023 21:05
2165;479;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;10;10;2;;;1;34;5;13/11/2023 21:05
2166;305;0;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;13/11/2023 21:05
2167;1158;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;5;10;5;;;1;46;5;13/11/2023 21:05
2168;416;;;;;;;;;;;;;;;1;1;0;1;1;1;0;;;;;10;5;2;38;6;13/11/2023 21:06
2169;427;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;2;65;6;13/11/2023 21:06
2170;820;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;3;1;2;28;6;13/11/2023 21:06
2171;869;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;2;2;1;44;6;13/11/2023 21:06
2172;378;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;46;3;13/11/2023 21:06
2173;206;0;0;1;1;1;0;1;;;0;;1;1;60;;;;;;;;;;;;;;2;24;4;13/11/2023 21:06
2174;718;;;;;;;;;;;;;;;1;1;1;0;1;1;1;3;1;2;3;;;2;59;5;13/11/2023 21:07
2175;379;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;32;3;13/11/2023 21:07
2176;488;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;19;3;13/11/2023 21:07
2177;498;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;28;4;13/11/2023 21:07
2178;325;0;0;0;1;1;0;1;1;1;0;;;;3;;;;;;;;;;;;;;2;64;3;13/11/2023 21:07
2179;398;;;;;;;;;;;;;;;1;0;1;0;1;0;1;2;3;3;1;;;1;28;5;13/11/2023 21:07
2180;604;1;1;1;0;1;1;1;1;1;0;;;;30;;;;;;;;;;;;;;2;56;3;13/11/2023 21:07
2181;340;1;1;0;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;27;4;13/11/2023 21:07
2182;462;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;51;3;13/11/2023 21:07
2183;290;1;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;67;4;13/11/2023 21:08
2184;551;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;25;6;13/11/2023 21:08
2185;399;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;6;2;40;6;13/11/2023 21:08
2186;338;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;1;40;6;13/11/2023 21:08
2187;858;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;5;5;2;44;6;13/11/2023 21:08
2188;196;1;1;1;0;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;25;3;13/11/2023 21:08
2189;338;;;;;;;;;;;;;;;0;0;1;1;1;1;0;5;5;5;5;;;2;26;5;13/11/2023 21:08
2190;461;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;43;4;13/11/2023 21:08
2191;294;0;1;1;0;1;1;1;0;1;1;;;;20;;;;;;;;;;;;;;2;62;3;13/11/2023 21:08
2192;331;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;39;6;13/11/2023 21:08
2193;389;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;3;2;2;29;6;13/11/2023 21:08
2194;389;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;5;0;2;38;6;13/11/2023 21:08
2195;542;0;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;31;4;13/11/2023 21:09
2196;490;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;10;2;;;2;34;5;13/11/2023 21:09
2197;406;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;0;10;2;;;2;52;5;13/11/2023 21:09
2198;494;;;;;;;;;;;;;;;0;0;0;1;1;1;0;;;;;6;2;2;24;6;13/11/2023 21:10
2199;376;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;31;3;13/11/2023 21:10
2200;1087;;;;;;;;;;;;;;;1;1;1;1;0;0;0;2;0;3;1;;;1;52;5;13/11/2023 21:10
2201;487;1;0;1;0;0;1;1;1;1;1;;;;30;;;;;;;;;;;;;;1;34;3;13/11/2023 21:10
2202;345;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;6;2;29;6;13/11/2023 21:10
2203;1872;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;1;0;0;;;2;58;5;13/11/2023 21:10
2204;281;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;1;4;1;;;2;36;5;13/11/2023 21:10
2205;354;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;28;5;13/11/2023 21:10
2206;595;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;4;5;3;;;2;49;5;13/11/2023 21:11
2207;407;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;1;37;6;13/11/2023 21:11
2208;284;1;1;1;0;0;1;1;;;0;;1;1;48;;;;;;;;;;;;;;1;34;4;13/11/2023 21:11
2209;254;1;1;1;1;0;1;1;1;1;1;;;;100;;;;;;;;;;;;;;1;29;3;13/11/2023 21:11
